sample_id,row_index,audio_column,transcript,n_segments,segment_idx,segment_rank_abs_sv,segment_token,segment_sv,segment_abs_sv,segment_abs_sv_share,top_abs_sv,top1_top2_gap,top1_top2_ratio,top1_share,abs_sv_entropy_norm,abs_sv_gini,original_similarity,deleted_similarity,deletion_drop,segment_start_sec,segment_end_sec,mask_duration_sec,runtime_sec
0,0,audio__male,When was Vasco Núñez de Balboa born?,7,6,1,born?,0.18569739535450935,0.18569739535450935,0.1856973904993193,0.18569739535450935,0.012548010796308517,1.0724692712934332,0.1856973904993193,0.9923138996979828,0.09608185515346945,1.0,0.07043367624282837,0.9295663237571716,2.2055833333333332,2.5337083333333332,0.328125,1.1787265559791453
0,0,audio__male,When was Vasco Núñez de Balboa born?,7,5,2,Balboa,0.17314938455820084,0.17314938455820084,0.17314938003108743,0.18569739535450935,0.012548010796308517,1.0724692712934332,0.1856973904993193,0.9923138996979828,0.09608185515346945,1.0,0.04046563804149628,0.9595343619585037,1.6492083333333334,2.1721666666666666,0.5229583333333333,1.1787265559791453
0,0,audio__male,When was Vasco Núñez de Balboa born?,7,4,3,de,0.14389854297041893,0.14389854297041893,0.1438985392080895,0.18569739535450935,0.012548010796308517,1.0724692712934332,0.1856973904993193,0.9923138996979828,0.09608185515346945,1.0,0.042009852826595306,0.9579901471734047,1.4883333333333333,1.609,0.12066666666666667,1.1787265559791453
0,0,audio__male,When was Vasco Núñez de Balboa born?,7,1,4,was,0.13598887948319316,0.13598887948319316,0.1359888759276675,0.18569739535450935,0.012548010796308517,1.0724692712934332,0.1856973904993193,0.9923138996979828,0.09608185515346945,1.0,0.13016974925994873,0.8698302507400513,0.341875,0.4525,0.110625,1.1787265559791453
0,0,audio__male,When was Vasco Núñez de Balboa born?,7,2,5,Vasco,0.1276990808546543,0.1276990808546543,0.1276990775158713,0.18569739535450935,0.012548010796308517,1.0724692712934332,0.1856973904993193,0.9923138996979828,0.09608185515346945,1.0,0.026290936395525932,0.9737090636044741,0.5027916666666666,0.9352083333333333,0.43241666666666667,1.1787265559791453
0,0,audio__male,When was Vasco Núñez de Balboa born?,7,0,6,When,0.11739630997180939,0.11739630997180939,0.11739630690239963,0.18569739535450935,0.012548010796308517,1.0724692712934332,0.1856973904993193,0.9923138996979828,0.09608185515346945,1.0,0.13016974925994873,0.8698302507400513,0.040625,0.2715,0.230875,1.1787265559791453
0,0,audio__male,When was Vasco Núñez de Balboa born?,7,3,7,Núñez,0.11617043195292354,0.11617043195292354,0.11617042891556524,0.18569739535450935,0.012548010796308517,1.0724692712934332,0.1856973904993193,0.9923138996979828,0.09608185515346945,1.0,0.014696638099849224,0.9853033619001508,1.0257083333333334,1.4667916666666667,0.4410833333333333,1.1787265559791453
8,8,audio__male,How to manage partnerships?,4,1,1,to,0.406482707709074,0.406482707709074,0.4064827052204754,0.406482707709074,0.12594089657068253,1.4489202326409574,0.4064827052204754,0.9398750903257647,0.21998347683352493,1.0,0.21418416500091553,0.7858158349990845,0.36404166666666665,0.42470833333333335,0.06066666666666667,0.8479516842635348
8,8,audio__male,How to manage partnerships?,4,2,2,manage,0.2805418111383915,0.2805418111383915,0.2805418094208376,0.406482707709074,0.12594089657068253,1.4489202326409574,0.4064827052204754,0.9398750903257647,0.21998347683352493,1.0,0.08735354244709015,0.9126464575529099,0.4955,0.78875,0.29325,0.8479516842635348
8,8,audio__male,How to manage partnerships?,4,0,3,How,0.15943521820008755,0.15943521820008755,0.15943521722398143,0.406482707709074,0.12594089657068253,1.4489202326409574,0.4064827052204754,0.9398750903257647,0.21998347683352493,1.0,0.04203357547521591,0.9579664245247841,0.102,0.32358333333333333,0.22158333333333333,0.8479516842635348
8,8,audio__male,How to manage partnerships?,4,3,4,partnerships?,0.1535402680747211,0.1535402680747211,0.15354026713470548,0.406482707709074,0.12594089657068253,1.4489202326409574,0.4064827052204754,0.9398750903257647,0.21998347683352493,1.0,0.0,1.0,0.8292083333333333,1.6372916666666666,0.8080833333333334,0.8479516842635348
16,16,audio__male,What is contrapositive and converse in logic?,7,2,1,contrapositive,0.18158376030623913,0.18158376030623913,0.1815837638028644,0.18158376030623913,0.0026548486202955246,1.0148374434318244,0.1815837638028644,0.9846064549692044,0.13150453880450108,1.0,0.031708233058452606,0.9682917669415474,0.5026666666666667,1.3874583333333332,0.8847916666666666,0.6476133425853082
16,16,audio__male,What is contrapositive and converse in logic?,7,4,2,converse,0.1789289116859436,0.1789289116859436,0.1789289151314464,0.18158376030623913,0.0026548486202955246,1.0148374434318244,0.1815837638028644,0.9846064549692044,0.13150453880450108,1.0,0.049520343542099,0.950479656457901,1.5684166666666666,2.051,0.4825833333333333,0.6476133425853082
16,16,audio__male,What is contrapositive and converse in logic?,7,6,3,logic?,0.17399355955421925,0.17399355955421925,0.17399356290468557,0.18158376030623913,0.0026548486202955246,1.0148374434318244,0.1815837638028644,0.9846064549692044,0.13150453880450108,1.0,0.0447375625371933,0.9552624374628067,2.2219166666666665,2.6538333333333335,0.43191666666666667,0.6476133425853082
16,16,audio__male,What is contrapositive and converse in logic?,7,1,4,is,0.15241475217044353,0.15241475217044353,0.1524147551053826,0.18158376030623913,0.0026548486202955246,1.0148374434318244,0.1815837638028644,0.9846064549692044,0.13150453880450108,1.0,0.05601413547992706,0.9439858645200729,0.3418333333333333,0.442375,0.10054166666666667,0.6476133425853082
16,16,audio__male,What is contrapositive and converse in logic?,7,3,5,and,0.10866467468440533,0.10866467468440533,0.10866467677688126,0.18158376030623913,0.0026548486202955246,1.0148374434318244,0.1815837638028644,0.9846064549692044,0.13150453880450108,1.0,0.052379216998815536,0.9476207830011845,1.4276666666666666,1.5282083333333334,0.10054166666666667,0.6476133425853082
16,16,audio__male,What is contrapositive and converse in logic?,7,5,6,in,0.10557085135951638,0.10557085135951638,0.10557085339241681,0.18158376030623913,0.0026548486202955246,1.0148374434318244,0.1815837638028644,0.9846064549692044,0.13150453880450108,1.0,0.0447375625371933,0.9552624374628067,2.0912083333333333,2.161583333333333,0.070375,0.6476133425853082
16,16,audio__male,What is contrapositive and converse in logic?,7,0,7,What,0.09884346998296678,0.09884346998296678,0.09884347188632298,0.18158376030623913,0.0026548486202955246,1.0148374434318244,0.1815837638028644,0.9846064549692044,0.13150453880450108,1.0,0.03682209551334381,0.9631779044866562,0.06075,0.2815,0.22075,0.6476133425853082
24,24,audio__male,Who is the dominant company in refrigeration equipment?,8,1,1,is,0.16651646979153156,0.16651646979153156,0.16651646931485398,0.16651646979153156,0.010642226785421371,1.0682744340046595,0.16651646931485398,0.9845720966885819,0.13547664273441473,1.0,0.2621128261089325,0.7378871738910675,0.34208333333333335,0.4225833333333333,0.0805,0.6682390588975977
24,24,audio__male,Who is the dominant company in refrigeration equipment?,8,3,2,dominant,0.1558742430061102,0.1558742430061102,0.15587424255989754,0.16651646979153156,0.010642226785421371,1.0682744340046595,0.16651646931485398,0.9845720966885819,0.13547664273441473,1.0,0.0780344232916832,0.9219655767083168,0.5915833333333333,0.9860833333333333,0.3945,0.6682390588975977
24,24,audio__male,Who is the dominant company in refrigeration equipment?,8,2,3,the,0.13958236761391163,0.13958236761391163,0.13958236721433684,0.16651646979153156,0.010642226785421371,1.0682744340046595,0.16651646931485398,0.9845720966885819,0.13547664273441473,1.0,0.6015374660491943,0.39846253395080566,0.4628333333333333,0.5232083333333334,0.060375,0.6682390588975977
24,24,audio__male,Who is the dominant company in refrigeration equipment?,8,4,4,company,0.13248778134584427,0.13248778134584427,0.13248778096657876,0.16651646979153156,0.010642226785421371,1.0682744340046595,0.16651646931485398,0.9845720966885819,0.13547664273441473,1.0,0.03269779309630394,0.9673022069036961,1.0263333333333333,1.3885416666666666,0.36220833333333335,0.6682390588975977
24,24,audio__male,Who is the dominant company in refrigeration equipment?,8,5,5,in,0.12986359652131796,0.12986359652131796,0.12986359614956455,0.16651646979153156,0.010642226785421371,1.0682744340046595,0.16651646931485398,0.9845720966885819,0.13547664273441473,1.0,0.1681886911392212,0.8318113088607788,1.4489166666666666,1.519375,0.07045833333333333,0.6682390588975977
24,24,audio__male,Who is the dominant company in refrigeration equipment?,8,6,6,refrigeration,0.11344688665121794,0.11344688665121794,0.11344688632645974,0.16651646979153156,0.010642226785421371,1.0682744340046595,0.16651646931485398,0.9845720966885819,0.13547664273441473,1.0,0.06319610029459,0.93680389970541,1.5696666666666668,2.31425,0.7445833333333334,0.6682390588975977
24,24,audio__male,Who is the dominant company in refrigeration equipment?,8,0,7,Who,0.09669830556958914,0.09669830556958914,0.09669830529277619,0.16651646979153156,0.010642226785421371,1.0682744340046595,0.16651646931485398,0.9845720966885819,0.13547664273441473,1.0,0.04395905137062073,0.9560409486293793,0.08091666666666666,0.26158333333333333,0.18066666666666667,0.6682390588975977
24,24,audio__male,Who is the dominant company in refrigeration equipment?,8,7,8,equipment?,0.06553035136312246,0.06553035136312246,0.06553035117553231,0.16651646979153156,0.010642226785421371,1.0682744340046595,0.16651646931485398,0.9845720966885819,0.13547664273441473,1.0,0.0803569108247757,0.9196430891752243,2.374625,2.937625,0.563,0.6682390588975977
32,32,audio__male,Can the African forest elephant help in the medical world?,10,4,1,elephant,0.1555312369018793,0.1555312369018793,0.15553123907299726,0.1555312369018793,0.006158230826258659,1.0412271932313784,0.15553123907299726,0.9641255385581824,0.21813390409576305,1.0,0.14128679037094116,0.8587132096290588,1.386625,1.72825,0.341625,0.6582640968961642
32,32,audio__male,Can the African forest elephant help in the medical world?,10,7,2,the,0.14937300607562065,0.14937300607562065,0.14937300816077356,0.1555312369018793,0.006158230826258659,1.0412271932313784,0.15553123907299726,0.9641255385581824,0.21813390409576305,1.0,1.0,0.0,2.1502916666666665,2.210583333333333,0.06029166666666667,0.6582640968961642
32,32,audio__male,Can the African forest elephant help in the medical world?,10,6,3,in,0.12675682455301285,0.12675682455301285,0.12675682632245813,0.1555312369018793,0.006158230826258659,1.0412271932313784,0.15553123907299726,0.9641255385581824,0.21813390409576305,1.0,0.14583009481430054,0.8541699051856995,2.0497916666666667,2.100041666666667,0.05025,0.6582640968961642
32,32,audio__male,Can the African forest elephant help in the medical world?,10,8,4,medical,0.12085953541100025,0.12085953541100025,0.12085953709812311,0.1555312369018793,0.006158230826258659,1.0412271932313784,0.15553123907299726,0.9641255385581824,0.21813390409576305,1.0,0.086766317486763,0.913233682513237,2.2507916666666667,2.5723333333333334,0.32154166666666667,0.6582640968961642
32,32,audio__male,Can the African forest elephant help in the medical world?,10,2,5,African,0.10292643867433071,0.10292643867433071,0.10292644011111886,0.1555312369018793,0.006158230826258659,1.0412271932313784,0.15553123907299726,0.9641255385581824,0.21813390409576305,1.0,0.1292843520641327,0.8707156479358673,0.5425833333333333,0.9445,0.40191666666666664,0.6582640968961642
32,32,audio__male,Can the African forest elephant help in the medical world?,10,5,6,help,0.09831637144088745,0.09831637144088745,0.09831637281332196,0.1555312369018793,0.006158230826258659,1.0412271932313784,0.15553123907299726,0.9641255385581824,0.21813390409576305,1.0,0.7120823860168457,0.2879176139831543,1.8086666666666666,1.9895416666666668,0.180875,0.6582640968961642
32,32,audio__male,Can the African forest elephant help in the medical world?,10,9,7,world?,0.09321160614490509,0.09321160614490509,0.0932116074460803,0.1555312369018793,0.006158230826258659,1.0412271932313784,0.15553123907299726,0.9641255385581824,0.21813390409576305,1.0,0.25166627764701843,0.7483337223529816,2.632625,2.9939583333333335,0.36133333333333334,0.6582640968961642
32,32,audio__male,Can the African forest elephant help in the medical world?,10,3,8,forest,0.07255411718506366,0.07255411718506366,0.07255411819787336,0.1555312369018793,0.006158230826258659,1.0412271932313784,0.15553123907299726,0.9641255385581824,0.21813390409576305,1.0,0.1586846113204956,0.8413153886795044,1.0220416666666667,1.3263333333333334,0.3042916666666667,0.6582640968961642
32,32,audio__male,Can the African forest elephant help in the medical world?,10,0,9,Can,0.050808539846912026,0.050808539846912026,0.05080854055616719,0.1555312369018793,0.006158230826258659,1.0412271932313784,0.15553123907299726,0.9641255385581824,0.21813390409576305,1.0,0.1489349752664566,0.8510650247335434,0.10083333333333333,0.31145833333333334,0.210625,0.6582640968961642
32,32,audio__male,Can the African forest elephant help in the medical world?,10,1,10,the,0.029662308807019144,0.029662308807019144,0.02966230922108626,0.1555312369018793,0.006158230826258659,1.0412271932313784,0.15553123907299726,0.9641255385581824,0.21813390409576305,1.0,0.12739571928977966,0.8726042807102203,0.36170833333333335,0.44208333333333333,0.080375,0.6582640968961642
40,40,audio__male,What is the most valuable comic book?,7,4,1,valuable,0.15968529507517815,0.15968529507517815,0.15968530711041243,0.15968529507517815,0.0019765589386224747,1.012532964086264,0.15968530711041243,0.9925266610054113,0.07050901551227695,1.0,0.06704592704772949,0.9329540729522705,0.8488333333333333,1.3136666666666668,0.4648333333333333,0.6816240468594644
40,40,audio__male,What is the most valuable comic book?,7,6,2,book?,0.15770873613655567,0.15770873613655567,0.15770874802281976,0.15968529507517815,0.0019765589386224747,1.012532964086264,0.15968530711041243,0.9925266610054113,0.07050901551227695,1.0,0.7514709234237671,0.2485290765762329,1.7380833333333334,2.020166666666667,0.28208333333333335,0.6816240468594644
40,40,audio__male,What is the most valuable comic book?,7,1,3,is,0.15165675431489944,0.15165675431489944,0.15165676574503498,0.15968529507517815,0.0019765589386224747,1.012532964086264,0.15968530711041243,0.9925266610054113,0.07050901551227695,1.0,0.10580211132764816,0.8941978886723518,0.3233333333333333,0.444625,0.12129166666666667,0.6816240468594644
40,40,audio__male,What is the most valuable comic book?,7,2,4,the,0.15127737820148468,0.15127737820148468,0.15127738960302722,0.15968529507517815,0.0019765589386224747,1.012532964086264,0.15968530711041243,0.9925266610054113,0.07050901551227695,1.0,0.38161328434944153,0.6183867156505585,0.48504166666666665,0.5456666666666666,0.060625,0.6816240468594644
40,40,audio__male,What is the most valuable comic book?,7,5,5,comic,0.147955022752285,0.147955022752285,0.14795503390342674,0.15968529507517815,0.0019765589386224747,1.012532964086264,0.15968530711041243,0.9925266610054113,0.07050901551227695,1.0,0.03811193257570267,0.9618880674242973,1.3540833333333333,1.6945833333333333,0.3405,0.6816240468594644
40,40,audio__male,What is the most valuable comic book?,7,3,6,most,0.1437566578388214,0.1437566578388214,0.14375666867353887,0.15968529507517815,0.0019765589386224747,1.012532964086264,0.15968530711041243,0.9925266610054113,0.07050901551227695,1.0,0.11217650026082993,0.8878234997391701,0.6062916666666667,0.8084166666666667,0.202125,0.6816240468594644
40,40,audio__male,What is the most valuable comic book?,7,0,7,What,0.08796007931232452,0.08796007931232452,0.08796008594173996,0.15968529507517815,0.0019765589386224747,1.012532964086264,0.15968530711041243,0.9925266610054113,0.07050901551227695,1.0,0.18923139572143555,0.8107686042785645,0.06145833333333333,0.28291666666666665,0.22145833333333334,0.6816240468594644
48,48,audio__male,In what genres does the series Manifest fall?,8,6,1,Manifest,0.16815880127251148,0.16815880127251148,0.16815880341435152,0.16815880127251148,0.013189300894737244,1.0851090038844822,0.16815880341435152,0.9833783785569615,0.14274128457688162,1.0,0.02365720644593239,0.9763427935540676,1.6563333333333334,2.1679166666666667,0.5115833333333333,0.6697075897536706
48,48,audio__male,In what genres does the series Manifest fall?,8,2,2,genres,0.15496950037777424,0.15496950037777424,0.15496950235162202,0.16815880127251148,0.013189300894737244,1.0851090038844822,0.16815880341435152,0.9833783785569615,0.14274128457688162,1.0,0.17678900063037872,0.8232109993696213,0.4638333333333333,0.8603333333333333,0.3965,0.6697075897536706
48,48,audio__male,In what genres does the series Manifest fall?,8,7,3,fall?,0.15197130851447582,0.15197130851447582,0.15197131045013562,0.16815880127251148,0.013189300894737244,1.0851090038844822,0.16815880341435152,0.9833783785569615,0.14274128457688162,1.0,0.027756407856941223,0.9722435921430588,2.2183333333333333,2.7218333333333335,0.5035,0.6697075897536706
48,48,audio__male,In what genres does the series Manifest fall?,8,3,4,does,0.13080835528671741,0.13080835528671741,0.1308083569528245,0.16815880127251148,0.013189300894737244,1.0851090038844822,0.16815880341435152,0.9833783785569615,0.14274128457688162,1.0,0.08088721334934235,0.9191127866506577,0.8873333333333333,1.0486666666666666,0.16133333333333333,0.6697075897536706
48,48,audio__male,In what genres does the series Manifest fall?,8,5,5,series,0.11990996450185776,0.11990996450185776,0.11990996602915195,0.16815880127251148,0.013189300894737244,1.0851090038844822,0.16815880341435152,0.9833783785569615,0.14274128457688162,1.0,0.03549163043498993,0.9645083695650101,1.2503333333333333,1.573,0.32266666666666666,0.6697075897536706
48,48,audio__male,In what genres does the series Manifest fall?,8,4,6,the,0.11975720571354032,0.11975720571354032,0.11975720723888882,0.16815880127251148,0.013189300894737244,1.0851090038844822,0.16815880341435152,0.9833783785569615,0.14274128457688162,1.0,0.07752494513988495,0.922475054860115,1.089,1.1595833333333334,0.07058333333333333,0.6697075897536706
48,48,audio__male,In what genres does the series Manifest fall?,8,1,7,what,0.08170220255851746,0.08170220255851746,0.08170220359915907,0.16815880127251148,0.013189300894737244,1.0851090038844822,0.16815880341435152,0.9833783785569615,0.14274128457688162,1.0,0.13349877297878265,0.8665012270212173,0.26216666666666666,0.4235,0.16133333333333333,0.6697075897536706
48,48,audio__male,In what genres does the series Manifest fall?,8,0,8,In,0.07272264803759754,0.07272264803759754,0.0727226489638665,0.16815880127251148,0.013189300894737244,1.0851090038844822,0.16815880341435152,0.9833783785569615,0.14274128457688162,1.0,0.10418009012937546,0.8958199098706245,0.041,0.19158333333333333,0.15058333333333335,0.6697075897536706
