sample_id,row_index,audio_column,transcript,n_segments,segment_idx,segment_rank_abs_sv,segment_token,segment_sv,segment_abs_sv,segment_abs_sv_share,top_abs_sv,top1_top2_gap,top1_top2_ratio,top1_share,abs_sv_entropy_norm,abs_sv_gini,original_similarity,deleted_similarity,deletion_drop,segment_start_sec,segment_end_sec,mask_duration_sec,runtime_sec
0,0,audio__male,When was Vasco Núñez de Balboa born?,7,6,1,born?,0.1856973953545093,0.1856973953545093,0.1856973904993193,0.1856973953545093,0.0125480107963085,1.0724692712934332,0.1856973904993193,0.9923138996979828,0.0960818551534694,1.0,0.0704336762428283,0.9295663237571716,2.205583333333333,2.533708333333333,0.328125,1.178726555979145
0,0,audio__male,When was Vasco Núñez de Balboa born?,7,5,2,Balboa,0.1731493845582008,0.1731493845582008,0.1731493800310874,0.1856973953545093,0.0125480107963085,1.0724692712934332,0.1856973904993193,0.9923138996979828,0.0960818551534694,1.0,0.0404656380414962,0.9595343619585036,1.6492083333333334,2.1721666666666666,0.5229583333333333,1.178726555979145
0,0,audio__male,When was Vasco Núñez de Balboa born?,7,4,3,de,0.1438985429704189,0.1438985429704189,0.1438985392080895,0.1856973953545093,0.0125480107963085,1.0724692712934332,0.1856973904993193,0.9923138996979828,0.0960818551534694,1.0,0.0420098528265953,0.9579901471734048,1.4883333333333333,1.609,0.1206666666666666,1.178726555979145
0,0,audio__male,When was Vasco Núñez de Balboa born?,7,1,4,was,0.1359888794831931,0.1359888794831931,0.1359888759276675,0.1856973953545093,0.0125480107963085,1.0724692712934332,0.1856973904993193,0.9923138996979828,0.0960818551534694,1.0,0.1301697492599487,0.8698302507400513,0.341875,0.4525,0.110625,1.178726555979145
0,0,audio__male,When was Vasco Núñez de Balboa born?,7,2,5,Vasco,0.1276990808546543,0.1276990808546543,0.1276990775158713,0.1856973953545093,0.0125480107963085,1.0724692712934332,0.1856973904993193,0.9923138996979828,0.0960818551534694,1.0,0.0262909363955259,0.973709063604474,0.5027916666666666,0.9352083333333332,0.4324166666666666,1.178726555979145
0,0,audio__male,When was Vasco Núñez de Balboa born?,7,0,6,When,0.1173963099718093,0.1173963099718093,0.1173963069023996,0.1856973953545093,0.0125480107963085,1.0724692712934332,0.1856973904993193,0.9923138996979828,0.0960818551534694,1.0,0.1301697492599487,0.8698302507400513,0.040625,0.2715,0.230875,1.178726555979145
0,0,audio__male,When was Vasco Núñez de Balboa born?,7,3,7,Núñez,0.1161704319529235,0.1161704319529235,0.1161704289155652,0.1856973953545093,0.0125480107963085,1.0724692712934332,0.1856973904993193,0.9923138996979828,0.0960818551534694,1.0,0.0146966380998492,0.9853033619001508,1.0257083333333334,1.4667916666666667,0.4410833333333333,1.178726555979145
1,1,audio__male,What is a Dyson Sphere?,5,1,1,is,0.3376790494658053,0.3376790494658053,0.3376790455115128,0.3376790494658053,0.0170581270940601,1.0532034089187687,0.3376790455115128,0.9042219590291756,0.2969200143454782,1.0,1.0,0.0,0.322875,0.4142916666666666,0.0914166666666666,0.6864092822186649
1,1,audio__male,What is a Dyson Sphere?,5,2,2,a,0.3206209223717451,0.3206209223717451,0.3206209186172069,0.3376790494658053,0.0170581270940601,1.0532034089187687,0.3376790455115128,0.9042219590291756,0.2969200143454782,1.0,1.0,0.0,0.4843333333333333,0.5343333333333333,0.05,0.6864092822186649
1,1,audio__male,What is a Dyson Sphere?,5,3,3,Dyson,0.1544671468436718,0.1544671468436718,0.1544671450348291,0.3376790494658053,0.0170581270940601,1.0532034089187687,0.3376790455115128,0.9042219590291756,0.2969200143454782,1.0,0.0914668813347816,0.9085331186652184,0.5635833333333333,1.0494166666666669,0.4858333333333333,0.6864092822186649
