sample_id,condition,transcript,n_segments,segment_idx,segment_rank_abs_sv,segment_token,segment_abs_sv,segment_dur_sec,base_logprob,deleted_logprob,logprob_drop,runtime_sec
1,tts_original,What is the MOO programming language?,6,4,1,programming,0.0780470222234726,0.4993510906040268,-0.13750514388084412,-0.7972907423973083,0.6597855985164642,0.28271924466632
1,tts_original,What is the MOO programming language?,6,3,2,MOO,0.0522216074168682,0.5234899328859061,-0.13750514388084412,-2.0657742023468018,1.9282690584659576,0.24564951650002817
1,tts_original,What is the MOO programming language?,6,0,3,What,0.0372100099921226,0.2209828020134228,-0.13750514388084412,-0.33564111590385437,0.19813597202301025,0.1310812116668482
1,tts_original,What is the MOO programming language?,6,5,4,language?,0.025153337046504,0.6839962248322147,-0.13750514388084412,-0.21675556898117065,0.07925042510032654,0.3189041554990884
1,tts_original,What is the MOO programming language?,6,2,5,the,0.0043300306424498,0.06040268456375841,-0.13750514388084412,-0.13147029280662537,-0.00603485107421875,0.2068942623324498
1,tts_original,What is the MOO programming language?,6,1,6,is,0.0029276043642312,0.12080536912751683,-0.13750514388084412,-0.11149973422288895,-0.02600540965795517,0.17011162233393406
2,tts_original,How many seasons did Everwood have?,6,2,1,seasons,0.0726578086614608,0.46168750000000003,-0.16002756357192993,-0.33897703886032104,0.1789494752883911,0.19090584966761526
2,tts_original,How many seasons did Everwood have?,6,4,2,Everwood,0.0388025231659412,0.48176086956521713,-0.16002756357192993,-0.7336936593055725,0.5736660957336426,0.29260404433201376
2,tts_original,How many seasons did Everwood have?,6,0,3,How,0.0248143970966339,0.19044701086956506,-0.16002756357192993,-0.23514193296432495,0.07511436939239502,0.09488858049977959
2,tts_original,How many seasons did Everwood have?,6,3,4,did,0.0198630727827548,0.1806603260869566,-0.16002756357192993,-0.631580650806427,0.47155308723449707,0.24050973983200188
2,tts_original,How many seasons did Everwood have?,6,5,5,have?,0.0052232537418603,0.3613206521739132,-0.16002756357192993,-0.12317771464586258,-0.03684984892606735,0.3437547436672806
2,tts_original,How many seasons did Everwood have?,6,1,6,many,0.0048887254670262,0.2509171195652171,-0.16002756357192993,-0.12806949019432068,-0.03195807337760925,0.14239228516574562
3,tts_original,How smart is marmot?,4,3,1,marmot?,0.0511979758739471,0.4671511075949364,-0.5207557678222656,-1.314917802810669,0.7941620349884033,0.3666227380017517
3,tts_original,How smart is marmot?,4,1,2,smart,0.0397601909935474,0.46252373417721526,-0.5207557678222656,-1.179145336151123,0.6583895683288574,0.22796032575206482
3,tts_original,How smart is marmot?,4,0,3,How,0.0376930050551891,0.26116060126582286,-0.5207557678222656,-1.1625994443893433,0.6418436765670776,0.15632358425136772
3,tts_original,How smart is marmot?,4,2,4,is,0.0179814361035823,0.22139240506329116,-0.5207557678222656,-0.7465330958366394,0.22577732801437378,0.29703825050091837
4,tts_original,Who was the 2022 VEX world champions?,3,2,1,the,0.0577638559043407,0.8437500000000001,-0.13317561149597168,-0.856613278388977,0.7234376668930054,0.3723147296647464
4,tts_original,Who was the 2022 VEX world champions?,3,1,2,was,0.0091834468767046,0.2209821428571429,-0.13317561149597168,-0.13524799048900604,0.002072378993034363,0.2779803003310614
