sample_id,transcript,n_segments,segment_idx,segment_rank_abs_sv,segment_token,segment_sv,segment_abs_sv,segment_abs_sv_share,deletion_drop_emb,deletion_drop_tfidf,cumulative_drop_emb,cumulative_n_deleted,segment_dur_sec,util_empty_emb,base_text,n_coalitions,runtime_sec
1,A FRENCHMAN YOUR NAME,4,1,1,FRENCHMAN,0.05008123815059662,0.05008123815059662,0.7165922254917804,0.0676618218421936,0.09090909090909072,0.0676618218421936,1,0.5218978102189781,0.9301121830940247,The original content of this audio is:'a frenchman your name.',16,2.3307833362500787
1,A FRENCHMAN YOUR NAME,4,0,2,A,0.016713306307792664,0.016713306307792664,0.23914395499593447,-2.384185791015625e-07,-2.220446049250313e-16,0.1336899995803833,2,0.12016833941605842,0.9301121830940247,The original content of this audio is:'a frenchman your name.',16,2.3307833362500787
1,A FRENCHMAN YOUR NAME,4,2,3,YOUR,0.0025866483338177204,0.0025866483338177204,0.03701130711907058,0.023496508598327637,0.1418836696789666,0.06988781690597534,3,0.7267468065693432,0.9301121830940247,The original content of this audio is:'a frenchman your name.',16,2.3307833362500787
1,A FRENCHMAN YOUR NAME,4,3,4,NAME,0.000506862998008728,0.000506862998008728,0.007252498084618206,-2.384185791015625e-07,-2.220446049250313e-16,0.06988781690597534,4,0.23111222627737238,0.9301121830940247,The original content of this audio is:'a frenchman your name.',16,2.3307833362500787
6,AHEM A COMMON RUMOR,4,3,1,RUMOR,0.12028186768293381,0.12028186768293381,0.6073004028449869,0.11415743827819824,0.5970885179873098,0.11415743827819824,1,0.3510249999999999,0.8019399642944336,The original content of this audio is: 'ahem a common rumour.',16,2.272087717749855
6,AHEM A COMMON RUMOR,4,0,2,AHEM,0.030430452898144722,0.030430452898144722,0.15364266168957055,0.014830470085144043,0.046537410754407316,0.10871732234954834,2,0.4213924999999999,0.8019399642944336,The original content of this audio is: 'ahem a common rumour.',16,2.272087717749855
6,AHEM A COMMON RUMOR,4,1,3,A,0.02407030761241913,0.02407030761241913,0.12153043339963829,0.04836183786392212,0.5818789949964545,0.1619410514831543,3,0.5343899999999999,0.8019399642944336,The original content of this audio is: 'ahem a common rumour.',16,2.272087717749855
6,AHEM A COMMON RUMOR,4,2,4,COMMON,0.023277288302779198,0.023277288302779198,0.11752649701682708,1.1920928955078125e-07,-2.220446049250313e-16,0.1980600357055664,4,0.3915599999999999,0.8019399642944336,The original content of this audio is: 'ahem a common rumour.',16,2.272087717749855
11,ALTERED WORDS AND FIGURES,4,0,1,ALTERED,0.08910448849201202,0.08910448849201202,0.4289207419486327,0.048766493797302246,0.046537410754407316,0.048766493797302246,1,0.4828878546099292,0.7922588586807251,The original content of this audio is:'altered words and figures.',16,2.236418069249794
11,ALTERED WORDS AND FIGURES,4,3,2,FIGURES,0.07407336682081223,0.07407336682081223,0.35656569038342273,0.02521979808807373,0.09090909090909072,0.1496814489364624,2,0.555375,0.7922588586807251,The original content of this audio is:'altered words and figures.',16,2.236418069249794
11,ALTERED WORDS AND FIGURES,4,2,3,AND,0.034342169761657715,0.034342169761657715,0.1653123112380207,0.006995439529418945,-2.220446049250313e-16,0.1778320074081421,3,0.2221458333333335,0.7922588586807251,The original content of this audio is:'altered words and figures.',16,2.236418069249794
11,ALTERED WORDS AND FIGURES,4,1,4,WORDS,0.01022112462669611,0.01022112462669611,0.04920125161624103,0.0,-2.220446049250313e-16,0.2077411413192749,4,0.46326241134751767,0.7922588586807251,The original content of this audio is:'altered words and figures.',16,2.236418069249794
26,AND I BOUGHT THINGS,4,2,1,BOUGHT,0.08656139671802521,0.08656139671802521,0.5556885304016023,0.014582574367523193,0.07142857142857073,0.014582574367523193,1,0.42767125984251975,0.8442267775535583,The exact words spoken by the speaker are: 'and i bought things.',16,2.267538857749969
26,AND I BOUGHT THINGS,4,3,2,THINGS,0.03255428746342659,0.03255428746342659,0.20898512321550636,0.05604678392410278,0.5165062215847717,0.12006330490112305,2,0.44407381889763786,0.8442267775535583,The exact words spoken by the speaker are: 'and i bought things.',16,2.267538857749969
26,AND I BOUGHT THINGS,4,0,3,AND,0.02979455515742302,0.02979455515742302,0.19126877796728317,0.05604678392410278,0.5165062215847717,0.20199233293533325,3,0.20112204724409444,0.8442267775535583,The exact words spoken by the speaker are: 'and i bought things.',16,2.267538857749969
26,AND I BOUGHT THINGS,4,1,4,I,0.006862988695502281,0.006862988695502281,0.044057561996019935,0.014650285243988037,0.03637588834056815,0.15577322244644165,4,0.17293749999999997,0.8442267775535583,The exact words spoken by the speaker are: 'and i bought things.',16,2.267538857749969
32,AND NOW I SAID,4,1,1,NOW,0.05821428447961807,0.05821428447961807,0.6125127101998239,0.0542902946472168,0.09090909090909072,0.0542902946472168,1,0.2613829787234043,0.9049582481384277,The original content of this audio is:'and now i said.',16,2.2058804902499105
32,AND NOW I SAID,4,3,2,SAID,0.01873510703444481,0.01873510703444481,0.19712500614122233,0.045224905014038086,0.09090909090909072,0.0542902946472168,2,0.3619148936170211,0.9049582481384277,The original content of this audio is:'and now i said.',16,2.2058804902499105
32,AND NOW I SAID,4,0,3,AND,0.011062736622989178,0.011062736622989178,0.11639869581402103,0.0,-2.220446049250313e-16,0.13408702611923218,3,0.18055452127659566,0.9049582481384277,The original content of this audio is:'and now i said.',16,2.2058804902499105
32,AND NOW I SAID,4,2,4,I,0.0070296283811330795,0.0070296283811330795,0.07396357732324176,0.0,-2.220446049250313e-16,0.09504175186157227,4,0.18095744680851045,0.9049582481384277,The original content of this audio is:'and now i said.',16,2.2058804902499105
33,AND OH ANNE DEAR,4,3,1,DEAR,0.0660402700304985,0.0660402700304985,0.5046317141874411,0.08779048919677734,0.11050082000667827,0.08779048919677734,1,0.34550000000000014,0.8691317439079285,The exact words spoken by the speaker are: 'and oh anne dear.',16,2.4993591442503202
33,AND OH ANNE DEAR,4,2,2,ANNE,0.037975650280714035,0.037975650280714035,0.2901823007339216,0.051718711853027344,0.03637588834056815,0.08717900514602661,2,0.32194736842105254,0.8691317439079285,The exact words spoken by the speaker are: 'and oh anne dear.',16,2.4993591442503202
33,AND OH ANNE DEAR,4,0,3,AND,0.02623637579381466,0.02623637579381466,0.20047930277668852,0.02114415168762207,0.14957993572923844,0.10801708698272705,3,0.18875986842105263,0.8691317439079285,The exact words spoken by the speaker are: 'and oh anne dear.',16,2.4993591442503202
33,AND OH ANNE DEAR,4,1,4,OH,0.0006159542826935649,0.0006159542826935649,0.004706674660676022,0.0,-6.661338147750939e-16,0.13086825609207153,4,0.24167434210526317,0.8691317439079285,The exact words spoken by the speaker are: 'and oh anne dear.',16,2.4993591442503202
35,AND REFUSED TO APOLOGISE,4,1,1,REFUSED,0.08012179285287857,0.08012179285287857,0.5549249746758833,0.06949037313461304,0.09090909090909072,0.06949037313461304,1,0.5046296296296298,0.8561547994613647,The original content of this audio is:'and refused to apologize.',16,2.2199659602497377
35,AND REFUSED TO APOLOGISE,4,3,2,APOLOGISE,0.06212834268808365,0.06212834268808365,0.4303020160338407,0.05208444595336914,0.09090909090909072,0.13688749074935913,2,0.846997685185185,0.8561547994613647,The original content of this audio is:'and refused to apologize.',16,2.2199659602497377
35,AND REFUSED TO APOLOGISE,4,0,3,AND,0.0018640159396454692,0.0018640159396454692,0.012910207838241625,0.0,-2.220446049250313e-16,0.1467961072921753,3,0.1468726851851852,0.8561547994613647,The original content of this audio is:'and refused to apologize.',16,2.2199659602497377
35,AND REFUSED TO APOLOGISE,4,2,4,TO,-0.0002689560642465949,0.0002689560642465949,0.0018627945260164599,0.0,-2.220446049250313e-16,0.14384520053863525,4,0.0403703703703705,0.8561547994613647,The original content of this audio is:'and refused to apologize.',16,2.2199659602497377
38,AND SO IN MY VIEW,5,4,1,VIEW,0.03988054767251015,0.03988054767251015,0.296708777909177,5.960464477539063e-08,-2.220446049250313e-16,5.960464477539063e-08,1,0.3019017857142856,0.8655902147293091,The original content of this audio is:'and so in my view.',32,3.6062376089997996
38,AND SO IN MY VIEW,5,2,2,IN,0.029589258134365082,0.029589258134365082,0.22014222804513575,5.960464477539063e-08,-2.220446049250313e-16,5.960464477539063e-08,2,0.12594642857142846,0.8655902147293091,The original content of this audio is:'and so in my view.',32,3.6062376089997996
38,AND SO IN MY VIEW,5,1,3,SO,0.027377692982554436,0.027377692982554436,0.20368832177361845,5.960464477539063e-08,-2.220446049250313e-16,0.009796500205993652,3,0.4017857142857144,0.8655902147293091,The original content of this audio is:'and so in my view.',32,3.6062376089997996
38,AND SO IN MY VIEW,5,3,4,MY,0.02234293706715107,0.02234293706715107,0.16623005297055346,5.960464477539063e-08,-2.220446049250313e-16,0.1701289415359497,4,0.22196428571428584,0.8655902147293091,The original content of this audio is:'and so in my view.',32,3.6062376089997996
38,AND SO IN MY VIEW,5,0,5,AND,0.01521929632872343,0.01521929632872343,0.11323061186157796,0.003142118453979492,0.04257289224366201,0.13440978527069092,5,0.23312499999999997,0.8655902147293091,The original content of this audio is:'and so in my view.',32,3.6062376089997996
43,AND THERE WAS MY AUNT,5,4,1,AUNT,0.0608198419213295,0.0608198419213295,0.4101655035847758,0.046084821224212646,0.47825080525004904,0.046084821224212646,1,0.29139527027027023,0.8517186641693115,The original content of this audio is:'and there was my aunt.',32,3.6880608272000246
43,AND THERE WAS MY AUNT,5,1,2,THERE,0.038042131811380386,0.038042131811380386,0.25655394126207176,1.1920928955078125e-07,-2.220446049250313e-16,0.16458868980407715,2,0.1329476351351352,0.8517186641693115,The original content of this audio is:'and there was my aunt.',32,3.6880608272000246
43,AND THERE WAS MY AUNT,5,0,3,AND,0.03666381910443306,0.03666381910443306,0.2472586799183542,0.003349602222442627,0.04257289224366201,0.1618748903274536,3,0.1605540540540541,0.8517186641693115,The original content of this audio is:'and there was my aunt.',32,3.6880608272000246
43,AND THERE WAS MY AUNT,5,3,4,MY,0.011574791744351387,0.011574791744351387,0.07805972746282029,1.1920928955078125e-07,-2.220446049250313e-16,0.16003930568695068,4,0.10067567567567559,0.8517186641693115,The original content of this audio is:'and there was my aunt.',32,3.6880608272000246
43,AND THERE WAS MY AUNT,5,2,5,WAS,0.0011806359980255365,0.0011806359980255365,0.007962141028035625,1.1920928955078125e-07,-2.220446049250313e-16,0.14828133583068848,5,0.0805405405405405,0.8517186641693115,The original content of this audio is:'and there was my aunt.',32,3.6880608272000246
44,AND THIS AND HERE AGAIN,5,4,1,AGAIN,0.06355703622102737,0.06355703622102737,0.6563269514900388,0.048866987228393555,0.0853408792399526,0.048866987228393555,1,0.6043125,0.9031625390052795,The exact words spoken by the speaker are: 'and this and here again.',32,3.9604993427998125
44,AND THIS AND HERE AGAIN,5,3,2,HERE,0.010115917772054672,0.010115917772054672,0.10446285521822317,0.0,0.0,0.1047019362449646,2,0.17141666666666677,0.9031625390052795,The exact words spoken by the speaker are: 'and this and here again.',32,3.9604993427998125
44,AND THIS AND HERE AGAIN,5,2,3,AND,0.009380445815622807,0.009380445815622807,0.09686794369036876,0.006135463714599609,0.027694414671753376,0.11025434732437134,3,0.21866666666666668,0.9031625390052795,The exact words spoken by the speaker are: 'and this and here again.',32,3.9604993427998125
44,AND THIS AND HERE AGAIN,5,1,4,THIS,0.008945896290242672,0.008945896290242672,0.09238053234739257,0.0,0.0,0.09777700901031494,4,0.32266666666666666,0.9031625390052795,The exact words spoken by the speaker are: 'and this and here again.',32,3.9604993427998125
44,AND THIS AND HERE AGAIN,5,0,5,AND,0.004838164895772934,0.004838164895772934,0.04996170692739457,0.0,0.0,0.09683746099472046,5,0.19093750000000004,0.9031625390052795,The exact words spoken by the speaker are: 'and this and here again.',32,3.9604993427998125
60,AT YOUR SERVICE SIR,4,3,1,SIR,0.11450623720884323,0.11450623720884323,0.7500173538981603,0.08295106887817383,0.5818789949964545,0.08295106887817383,1,0.44169230769230805,0.8598983287811279,The original content of this audio is:'at your service sir.',16,2.2682317237499774
60,AT YOUR SERVICE SIR,4,2,2,SERVICE,0.030215879902243614,0.030215879902243614,0.19791440922691636,0.05383235216140747,0.5165062215847717,0.16426920890808105,2,0.4416923076923076,0.8598983287811279,The original content of this audio is:'at your service sir.',16,2.2682317237499774
60,AT YOUR SERVICE SIR,4,0,3,AT,-0.006284952629357576,0.006284952629357576,0.04116652206332398,0.05383235216140747,0.5165062215847717,0.13196474313735962,3,0.020408653846153868,0.8598983287811279,The original content of this audio is:'at your service sir.',16,2.2682317237499774
60,AT YOUR SERVICE SIR,4,1,4,YOUR,0.0016643796116113663,0.0016643796116113663,0.01090170826158628,1.1920928955078125e-07,-2.220446049250313e-16,0.14010167121887207,4,0.16078365384615378,0.8598983287811279,The original content of this audio is:'at your service sir.',16,2.2682317237499774
65,BUT ALL THIS WAS IN VAIN,6,5,1,VAIN,-0.012974009849131107,0.012974009849131107,0.49645832605992773,0.0,0.0,0.0,1,0.39874999999999994,1.0,The original content of this audio is:'but all this was in vain.',64,6.391277029666829
65,BUT ALL THIS WAS IN VAIN,6,2,2,THIS,0.007701747585088015,0.007701747585088015,0.2947120249091656,0.0,0.0,0.00408405065536499,2,0.16121212121212114,1.0,The original content of this audio is:'but all this was in vain.',64,6.391277029666829
65,BUT ALL THIS WAS IN VAIN,6,4,3,IN,0.0028818133287131786,0.0028818133287131786,0.11027432827838878,0.0,0.0,0.0712175965309143,3,0.09068181818181809,1.0,The original content of this audio is:'but all this was in vain.',64,6.391277029666829
65,BUT ALL THIS WAS IN VAIN,6,3,4,WAS,0.0014266101643443108,0.0014266101643443108,0.05459009992796389,0.0,0.0,0.002776622772216797,4,0.1813636363636364,1.0,The original content of this audio is:'but all this was in vain.',64,6.391277029666829
65,BUT ALL THIS WAS IN VAIN,6,1,5,ALL,0.0010563937248662114,0.0010563937248662114,0.040423544178395616,0.0,0.0,0.0,5,0.16121212121212125,1.0,The original content of this audio is:'but all this was in vain.',64,6.391277029666829
65,BUT ALL THIS WAS IN VAIN,6,0,6,BUT,-9.255409531760961e-05,9.255409531760961e-05,0.00354163838055424,0.0,0.0,0.0,6,0.012624999999999997,1.0,The original content of this audio is:'but all this was in vain.',64,6.391277029666829
66,BUT BEFORE HE COULD ACT,5,1,1,BEFORE,0.05603395402431488,0.05603395402431488,0.3008762972293003,0.0,-2.220446049250313e-16,0.0,1,0.32333333333333325,0.8137641549110413,The original content of this audio is:'but before he could act.',32,3.5972259300000586
66,BUT BEFORE HE COULD ACT,5,0,2,BUT,0.04672029986977577,0.04672029986977577,0.2508663019597174,0.011287569999694824,0.04257289224366201,0.09374046325683594,2,0.16083333333333327,0.8137641549110413,The original content of this audio is:'but before he could act.',32,3.5972259300000586
66,BUT BEFORE HE COULD ACT,5,3,3,COULD,0.03340357914566994,0.03340357914566994,0.17936169921533446,0.0,-2.220446049250313e-16,0.09736531972885132,3,0.16166666666666663,0.8137641549110413,The original content of this audio is:'but before he could act.',32,3.5972259300000586
66,BUT BEFORE HE COULD ACT,5,2,4,HE,0.031179703772068024,0.031179703772068024,0.16742052177105804,0.0,-2.220446049250313e-16,0.12674617767333984,4,0.08083333333333331,0.8137641549110413,The original content of this audio is:'but before he could act.',32,3.5972259300000586
66,BUT BEFORE HE COULD ACT,5,4,5,ACT,0.018898315727710724,0.018898315727710724,0.10147517445505445,0.0,-2.220446049250313e-16,0.18623584508895874,5,0.1601666666666668,0.8137641549110413,The original content of this audio is:'but before he could act.',32,3.5972259300000586
76,BUT WHERE YOU GO I GO,6,0,1,BUT,0.03839871287345886,0.03839871287345886,0.2843046331889766,0.03112971782684326,0.028174684192449617,0.03112971782684326,1,0.17023728813559322,0.8649380803108215,The exact words spoken by the speaker are: 'but where you go i go.',64,6.6865912891665475
