sample_id,transcript,n_segments,segment_idx,segment_rank_abs_sv,segment_token,segment_sv,segment_abs_sv,segment_abs_sv_share,deletion_drop_emb,deletion_drop_tfidf,cumulative_drop_emb,cumulative_n_deleted,segment_dur_sec,util_empty_emb,base_text,n_coalitions,runtime_sec
1,What is the MOO programming language?,6,4,1,programming,0.04157433658838272,0.04157433658838272,0.22962059227256987,0.06330645084381104,0.1538461538461533,0.06330645084381104,1,0.5342399999999999,0.8541810512542725,The exact words spoken are: 'what is the mood programming language.',64,12.973855185666858
1,What is the MOO programming language?,6,3,2,MOO,0.04137059301137924,0.04137059301137924,0.22849528938953256,0.11040401458740234,0.39459448540331865,0.13898885250091553,2,0.21845500000000007,0.8541810512542725,The exact words spoken are: 'what is the mood programming language.',64,12.973855185666858
1,What is the MOO programming language?,6,0,3,What,0.03877126798033714,0.03877126798033714,0.2141388714135549,0.14772117137908936,0.48112547833722885,0.17128396034240723,3,0.24130333333333331,0.8541810512542725,The exact words spoken are: 'what is the mood programming language.',64,12.973855185666858
1,What is the MOO programming language?,6,5,4,language?,0.027572931721806526,0.027572931721806526,0.1522889703649902,0.09671986103057861,0.13175685787554048,0.1878058910369873,4,0.38365833333333343,0.8541810512542725,The exact words spoken are: 'what is the mood programming language.',64,12.973855185666858
1,What is the MOO programming language?,6,2,5,the,-0.017618848010897636,0.017618848010897636,0.09731124167963745,0.0,-6.661338147750939e-16,0.206398606300354,5,0.07055999999999996,0.8541810512542725,The exact words spoken are: 'what is the mood programming language.',64,12.973855185666858
1,What is the MOO programming language?,6,1,6,is,0.014148677699267864,0.014148677699267864,0.07814502935658198,0.0894436240196228,0.07692307692307632,0.14581894874572754,6,0.14111999999999997,0.8541810512542725,The exact words spoken are: 'what is the mood programming language.',64,12.973855185666858
2,How many seasons did Everwood have?,6,2,1,seasons,0.06078878790140152,0.06078878790140152,0.3057747829526817,0.0324212908744812,0.09090909090909072,0.0324212908744812,1,0.46438095238095245,0.8011975288391113,The exact words spoken are: 'how many seasons did everwood have.',64,13.56556123316659
2,How many seasons did Everwood have?,6,4,2,Everwood,0.044928859919309616,0.044928859919309616,0.22599747197495276,0.06864273548126221,0.046537410754407316,0.1457843780517578,2,0.42399999999999993,0.8011975288391113,The exact words spoken are: 'how many seasons did everwood have.',64,13.56556123316659
2,How many seasons did Everwood have?,6,3,3,did,0.03615199774503708,0.03615199774503708,0.1818488185966887,0.06899189949035645,0.24622163855559076,0.14446938037872314,3,0.15886309523809516,0.8011975288391113,The exact words spoken are: 'how many seasons did everwood have.',64,13.56556123316659
2,How many seasons did Everwood have?,6,0,4,How,0.03151349350810051,0.03151349350810051,0.15851659442773677,0.03624725341796875,0.41463059299503635,0.14534622430801392,4,0.17029166666666662,0.8011975288391113,The exact words spoken are: 'how many seasons did everwood have.',64,13.56556123316659
2,How many seasons did Everwood have?,6,5,5,have?,0.019244197756052017,0.019244197756052017,0.09680058765935061,0.03624725341796875,0.41463059299503635,0.17752468585968018,5,0.34245238095238095,0.8011975288391113,The exact words spoken are: 'how many seasons did everwood have.',64,13.56556123316659
2,How many seasons did Everwood have?,6,1,6,many,0.006175151094794273,0.006175151094794273,0.0310617393584714,0.0,-2.220446049250313e-16,0.19880247116088867,6,0.21199999999999997,0.8011975288391113,The exact words spoken are: 'how many seasons did everwood have.',64,13.56556123316659
3,How smart is marmot?,4,3,1,marmot?,0.10005626827478409,0.10005626827478409,0.6035287124425759,0.1340600848197937,0.5,0.1340600848197937,1,0.5363988095238097,0.8494877815246582,The exact words spoken are: 'how smart is marmoset.',16,4.781613834000382
