sample_id,transcript,audio_column,duration_sec,n_words,n_raw_boundaries,n_refined_boundaries,raw_mean_flux,refined_mean_flux,raw_median_flux,refined_median_flux,percent_reduction,refined_boundary_rate,runtime_sec
0,Is woke bad?,audio__male,1.224,3,6,6,83.65072229112923,0.7685596044864532,25.670479774475098,0.005030047264881432,99.08122777253298,0.6666666666666666,0.9872814020000078
1,"Write ""Test""",audio__male,1.296,2,4,4,15.364106708904728,0.024224200586914435,14.035895586013794,4.230842375818611e-05,99.84233251534972,1.0,0.22827711399986583
2,What is prayer?,audio__male,1.08,3,6,6,19.57919780033755,5.42709722878993,1.5852450728416443,0.40460993866145145,72.28130956061763,0.6666666666666666,0.21099284599949897
3,What is a lorry?,audio__male,1.152,4,8,8,48.11367644369602,17.832085462969495,27.31178855895996,10.30046796798706,62.93759533458828,0.25,0.20202309199976298
4,What was 8-Chan?,audio__male,1.368,2,4,4,27.528466060757637,2.1308977815503414,16.86959934234619,0.5646157609298825,92.25929342794737,1.0,0.2552401140001166
5,What is Atlantis?,audio__male,1.416,3,6,6,14.850411742925644,2.408110630519273,3.5833675861358643,1.575350970029831,83.78421640957912,0.6666666666666666,0.24705088099926797
6,What is a cyborg?,audio__male,1.392,4,8,8,17.162381849251688,3.7337621429732697,7.699908256530762,3.0828542709350586,78.24449906913085,0.5,0.2329258170002504
7,Where was Saxony?,audio__male,1.296,3,6,6,25.08614492416382,9.05765776774741,15.859246730804443,6.02597188949585,63.89378361988666,0.3333333333333333,0.19935430699933931
8,Explain horoscope.,audio__male,1.512,2,4,4,10.12442496350559,3.9647133672528785,3.667361617088318,1.8584437652607448,60.84011307759158,0.0,0.22107207699991704
9,History of Africa.,audio__male,1.344,3,6,6,41.16528018411285,41.1570031097538,1.9101719558238983,1.9101719558238983,0.02010693069992643,0.3333333333333333,0.21109581500058994
10,What is Freetekno?,audio__male,1.248,3,6,6,15.742655648263584,11.893607776426563,11.486301064491272,0.9631361961364746,24.44980032489989,0.6666666666666666,0.17704338499970618
11,What is Gremolata?,audio__male,1.392,3,6,6,16.744097890360308,3.9766185022237095,5.6280437707901,0.5277196452952921,76.25062557408317,0.6666666666666666,0.18479197099986777
12,Where is Flanders?,audio__male,1.416,3,6,6,26.50317935148875,21.59015358027396,17.453471183776855,3.9320428371429443,18.537495845526976,0.3333333333333333,0.18801761499980785
13,Who is Larry Page?,audio__male,1.464,4,8,8,18.778516702353954,2.7854049831830707,7.0964977741241455,1.823299765586853,85.16706602905484,0.0,0.26137014600044495
14,What is a technate?,audio__male,1.296,4,8,8,5.62003019452095,2.8802000932429577,3.0058515071868896,0.6327892541885376,48.751163364728775,0.75,0.21635994400003256
15,What's ARM Dynarec?,audio__male,1.536,3,6,6,47.4246140109996,22.725320307281823,40.94905757904053,2.0727190375328064,52.081169702275396,0.3333333333333333,0.24507669500053453
16,Who Killed Marilyn?,audio__male,1.368,3,6,6,16.021243572991807,1.1788739060164755,10.342172145843506,0.021473056636750698,92.64180773080693,0.0,0.2130751020004027
17,Who is Max Schrems?,audio__male,1.632,4,8,8,21.665559143177234,13.777898660727828,8.726243793964386,2.611215054988861,36.40644781112576,0.25,0.22746498499964218
18,How smart is marmot?,audio__male,1.608,4,8,8,49.135951809585094,7.5886182118119905,16.141440391540527,2.7559620141983032,84.55587419732926,0.5,0.23064485199938645
19,What does Baja mean?,audio__male,1.56,4,8,8,83.25697811727377,5.183263464384566,16.144722878932953,0.007330837892368436,93.77437953959422,0.5,0.2520708080000986
20,What is a motor tic?,audio__male,1.632,5,10,10,25.624006747081875,11.474073344795013,14.469274997711182,4.491205334663391,55.22139274295302,0.4,0.2516254470001513
21,What is a rift lake?,audio__male,1.56,5,10,10,59.98981213835068,29.51052426196217,27.755136489868164,11.859932899475098,50.80744011349139,0.6,0.23411303700049757
22,What is a sacrament?,audio__male,1.416,4,8,8,13.88755105502878,3.6787390859643816,6.0582544803619385,2.392475962638855,73.51052700805529,0.0,0.21935191299962753
23,When did Alfred die?,audio__male,1.464,4,8,8,44.7524809874682,26.35074364700683,5.5534584522247314,4.934259653091431,41.118921084206065,0.75,0.21598306800024147
24,Who invented Hangul?,audio__male,1.392,3,6,6,25.42368761698405,8.029382613819811,3.111611008644104,2.032047986984253,68.41771054307694,0.0,0.19488843099952646
25,Who is Sean Hannity?,audio__male,1.608,4,8,8,7.660450056195259,5.642445252249388,6.919710636138916,3.011430025100708,26.343162466203196,0.25,0.2294844580001154
26,Who owns Nissan now?,audio__male,1.632,4,8,8,47.168032670393586,52.29434304406419,22.55921173095703,13.854061603546143,-10.868187803152296,0.0,0.22080609000022378
27,Is CCL1 inflammatory?,audio__male,2.328,2,4,4,38.63754481077194,7.30662871162197,26.37031841278076,4.78861141204834,81.089303817294,0.5,0.4381395190002877
28,What is transduction?,audio__male,1.464,3,6,6,4.939932866298027,3.136534743502763,2.2901087403297424,0.6446442920714617,36.50653099151782,0.6666666666666666,0.20300950900036696
29,Why did US enter ww2?,audio__male,2.832,5,10,10,29.101661121845247,13.821900125266984,12.732467651367188,1.0945065021514893,52.50477260594745,0.6,0.4766748709998865
30,How do you do a hangi?,audio__male,1.632,6,12,12,18.57678678451911,17.578302719722767,5.672201871871948,4.449512004852295,5.3749018943815745,0.5,0.21746496600007958
31,What are Smart Cities?,audio__male,1.536,4,8,8,10.766193360090256,14.27873885678804,4.3807162046432495,4.3807162046432495,-32.62569581667199,0.5,0.22445825399972819
32,What's Dagger's power?,audio__male,1.416,3,6,6,40.07843194293202,1.2901678797137452,17.37786364555359,0.002975717041408643,96.78089232245708,0.6666666666666666,0.2108145100000911
33,When was the Iron Age?,audio__male,1.656,5,10,10,31.146076510450804,50.14492943291375,14.777612209320068,14.417128086090088,-60.99918529413501,0.0,0.23428895600045507
34,Who was DTV Animation?,audio__male,2.112,4,8,8,45.03062942667009,36.94544040636856,6.484432697296143,2.1766193211078644,17.954865661977507,0.25,0.4234563949994481
35,Can you tell me a joke?,audio__male,1.56,6,12,12,43.14507080727102,21.434580749964606,28.69068145751953,8.474991917610168,50.319746036081725,0.3333333333333333,0.22433855300005234
36,How older is Elon Musk?,audio__male,2.016,5,10,10,67.9824552633916,53.567544322615504,79.23064804077148,36.93446445465088,21.203869270279938,0.2,0.4233949979998215
37,How to build a snowman.,audio__male,1.728,5,10,10,24.327660417556764,7.321686867642529,13.930392742156982,2.7442585229873657,69.90385946706728,0.2,0.25369915299961576
38,Is a thumb war violent?,audio__male,1.896,5,10,10,73.76285371777821,14.834949002746248,31.334421157836914,2.4314976930618286,79.8883201299318,0.2,0.2765250019992891
39,List of former airlines,audio__male,1.752,4,8,8,88.18124656024156,66.1278429115846,46.4411917924881,1.087376743555069,25.009176564079358,0.5,0.2713060919995769
40,What is an audiologist?,audio__male,1.584,4,8,8,91.2415607204166,47.17482094969401,53.36559295654297,13.957647800445557,48.296784297401906,0.5,0.25651691799976106
41,Where did ballet begin?,audio__male,1.464,4,8,8,52.669847259119855,4.332385664888365,36.33621597290039,0.2216281397268176,91.77444801847568,0.75,0.25801342300019314
42,Who invented the radio?,audio__male,1.56,4,8,8,47.304347313940525,19.221334876593662,11.641052722930908,14.649625778198242,59.36666296433782,0.0,0.24252478000016708
43,How do thermostats work?,audio__male,1.752,4,8,8,19.96937815565616,6.233866942078748,8.682835578918457,0.27219171822071075,68.78286898326347,0.25,0.2876919390000694
44,List of NovaLogic games.,audio__male,2.136,4,8,8,17.956205940339714,6.648963728795934,13.852077186107635,0.34168973937630653,62.971221476923304,0.25,0.4238659769998776
45,List of Wisconsin rivers,audio__male,1.824,4,8,8,51.30524672474712,49.43781188149434,24.28929615020752,20.666704654693604,3.6398515989438214,0.25,0.2575058590000481
46,What are TensorFlow ops?,audio__male,1.68,4,8,8,19.22565633105114,24.351660607315406,5.506518840789795,0.18008744902908802,-26.66231096612974,0.75,0.23219596299986733
