sample_id,transcript,n_segments,segment_idx,segment_rank_abs_sv,segment_token,segment_sv,segment_abs_sv,segment_abs_sv_share,deletion_drop_emb,deletion_drop_tfidf,cumulative_drop_emb,cumulative_n_deleted,segment_dur_sec,util_empty_emb,base_text,n_coalitions,runtime_sec
1,A FRENCHMAN YOUR NAME,4,1,1,FRENCHMAN,0.11760047823190689,0.11760047823190689,0.5785355319695208,0.1272597312927246,0.6776708143898478,0.1272597312927246,1,0.5218978102189781,0.7967275381088257,The original content of this audio is:'a frenchman your name.',16,4.638492158499503
1,A FRENCHMAN YOUR NAME,4,2,2,YOUR,0.03728189319372177,0.03728189319372177,0.18340826700659363,0.023496508598327637,0.1418836696789666,0.0913916826248169,2,0.7267468065693432,0.7967275381088257,The original content of this audio is:'a frenchman your name.',16,4.638492158499503
1,A FRENCHMAN YOUR NAME,4,0,3,A,0.024732226505875587,0.024732226505875587,0.12167018394390591,0.004327118396759033,0.046537410754407316,0.1272597312927246,3,0.12016833941605842,0.7967275381088257,The original content of this audio is:'a frenchman your name.',16,4.638492158499503
1,A FRENCHMAN YOUR NAME,4,3,4,NAME,0.02365809865295887,0.02365809865295887,0.11638601216047986,-2.384185791015625e-07,-2.220446049250313e-16,0.20327246189117432,4,0.23111222627737238,0.7967275381088257,The original content of this audio is:'a frenchman your name.',16,4.638492158499503
6,AHEM A COMMON RUMOR,4,3,1,RUMOR,0.08331398665904999,0.08331398665904999,0.4497754628209479,0.13672548532485962,0.7272727272727273,0.13672548532485962,1,0.3510249999999999,0.8147652745246887,The original content of this audio is: 'ahem a common rumour.',16,4.603457605249787
6,AHEM A COMMON RUMOR,4,2,2,COMMON,0.07319674640893936,0.07319674640893936,0.39515694558942455,0.08735930919647217,0.18181818181818166,0.13672548532485962,2,0.3915599999999999,0.8147652745246887,The original content of this audio is: 'ahem a common rumour.',16,4.603457605249787
6,AHEM A COMMON RUMOR,4,1,3,A,0.023828694596886635,0.023828694596886635,0.1286406109047899,0.0032375454902648926,0.046537410754407316,0.19998019933700562,3,0.5343899999999999,0.8147652745246887,The original content of this audio is: 'ahem a common rumour.',16,4.603457605249787
6,AHEM A COMMON RUMOR,4,0,4,AHEM,0.004895190708339214,0.004895190708339214,0.02642697528627878,0.014830470085144043,0.046537410754407316,0.18523472547531128,4,0.4213924999999999,0.8147652745246887,The original content of this audio is: 'ahem a common rumour.',16,4.603457605249787
11,ALTERED WORDS AND FIGURES,4,0,1,ALTERED,0.08637312799692154,0.08637312799692154,0.4341598607110258,0.04131054878234863,0.046537410754407316,0.04131054878234863,1,0.4828878546099292,0.801056981086731,The original content of this audio is:'altered words and figures.',16,4.162882803249886
11,ALTERED WORDS AND FIGURES,4,3,2,FIGURES,0.052846021950244904,0.052846021950244904,0.26563379214271227,0.024668872356414795,0.046537410754407316,0.07477480173110962,2,0.555375,0.801056981086731,The original content of this audio is:'altered words and figures.',16,4.162882803249886
11,ALTERED WORDS AND FIGURES,4,1,3,WORDS,0.03318799287080765,0.03318799287080765,0.16682149525234188,0.01509171724319458,0.046537410754407316,0.15826022624969482,3,0.46326241134751767,0.801056981086731,The original content of this audio is:'altered words and figures.',16,4.162882803249886
11,ALTERED WORDS AND FIGURES,4,2,4,AND,0.02653600089251995,0.02653600089251995,0.1333848468673583,0.006063699722290039,0.046537410754407316,0.19894301891326904,4,0.2221458333333335,0.801056981086731,The original content of this audio is:'altered words and figures.',16,4.162882803249886
26,AND I BOUGHT THINGS,4,3,1,THINGS,0.0677584856748581,0.0677584856748581,0.500378448365415,0.08131277561187744,0.6619382981085933,0.08131277561187744,1,0.44407381889763786,0.8756731748580933,The exact words spoken by the speaker are: 'and i bought things.',16,4.549518496500241
26,AND I BOUGHT THINGS,4,2,2,BOUGHT,0.032505035400390625,0.032505035400390625,0.24004106667551214,0.119426429271698,0.5774228726357415,0.08431804180145264,2,0.42767125984251975,0.8756731748580933,The exact words spoken by the speaker are: 'and i bought things.',16,4.549518496500241
26,AND I BOUGHT THINGS,4,0,3,AND,0.029607096686959267,0.029607096686959267,0.21864055775854707,0.060254454612731934,0.5774228726357415,0.1458749771118164,3,0.20112204724409444,0.8756731748580933,The exact words spoken by the speaker are: 'and i bought things.',16,4.549518496500241
26,AND I BOUGHT THINGS,4,1,4,I,-0.00554385781288147,0.00554385781288147,0.04093991981579099,0.014650225639343262,0.03637588834056815,0.12432682514190674,4,0.17293749999999997,0.8756731748580933,The exact words spoken by the speaker are: 'and i bought things.',16,4.549518496500241
32,AND NOW I SAID,4,1,1,NOW,0.07530835270881653,0.07530835270881653,0.4492259122217396,0.09927839040756226,0.5970885179873098,0.09927839040756226,1,0.2613829787234043,0.8323598504066467,The original content of this audio is:'and now i said.',16,4.874491177248274
32,AND NOW I SAID,4,3,2,SAID,0.04849577695131302,0.04849577695131302,0.2892847719573757,0.019086718559265137,0.09090909090909072,0.07840961217880249,2,0.3619148936170211,0.8323598504066467,The original content of this audio is:'and now i said.',16,4.874491177248274
32,AND NOW I SAID,4,2,3,I,0.0283048078417778,0.0283048078417778,0.16884253426904497,0.030428409576416016,0.09090909090909072,0.1389862298965454,3,0.18095744680851045,0.8323598504066467,The original content of this audio is:'and now i said.',16,4.874491177248274
32,AND NOW I SAID,4,0,4,AND,0.015531330369412899,0.015531330369412899,0.09264677558668594,0.006112158298492432,0.046537410754407316,0.16764014959335327,4,0.18055452127659566,0.8323598504066467,The original content of this audio is:'and now i said.',16,4.874491177248274
33,AND OH ANNE DEAR,4,3,1,DEAR,0.061586227267980576,0.061586227267980576,0.44838559464690025,0.07447618246078491,0.10291477285493922,0.07447618246078491,1,0.34550000000000014,0.8626489639282227,The exact words spoken by the speaker are: 'and oh anne dear.',16,4.491455158000463
33,AND OH ANNE DEAR,4,0,2,AND,0.032063309103250504,0.032063309103250504,0.23344060119238674,0.06279075145721436,0.5774228726357415,0.12276488542556763,2,0.18875986842105263,0.8626489639282227,The exact words spoken by the speaker are: 'and oh anne dear.',16,4.491455158000463
33,AND OH ANNE DEAR,4,2,3,ANNE,0.026558633893728256,0.026558633893728256,0.19336318166773045,0.051718711853027344,0.03637588834056815,0.10118138790130615,3,0.32194736842105254,0.8626489639282227,The exact words spoken by the speaker are: 'and oh anne dear.',16,4.491455158000463
33,AND OH ANNE DEAR,4,1,4,OH,0.017142867669463158,0.017142867669463158,0.12481061521236783,0.01875096559524536,0.03637588834056815,0.13735103607177734,4,0.24167434210526317,0.8626489639282227,The exact words spoken by the speaker are: 'and oh anne dear.',16,4.491455158000463
35,AND REFUSED TO APOLOGISE,4,1,1,REFUSED,0.06886344403028488,0.06886344403028488,0.3832236198162131,0.06783163547515869,0.046537410754407316,0.06783163547515869,1,0.5046296296296298,0.8659172654151917,The original content of this audio is:'and refused to apologize.',16,4.321782107001127
35,AND REFUSED TO APOLOGISE,4,3,2,APOLOGISE,0.05903922766447067,0.05903922766447067,0.3285520620604134,0.04731273651123047,0.09090909090909072,0.18199527263641357,2,0.846997685185185,0.8659172654151917,The original content of this audio is:'and refused to apologize.',16,4.321782107001127
35,AND REFUSED TO APOLOGISE,4,0,3,AND,0.02898629754781723,0.02898629754781723,0.16130813710768144,0.013933360576629639,0.1418836696789666,0.20494318008422852,3,0.1468726851851852,0.8659172654151917,The original content of this audio is:'and refused to apologize.',16,4.321782107001127
35,AND REFUSED TO APOLOGISE,4,2,4,TO,-0.022806227207183838,0.022806227207183838,0.12691617545071307,0.0,-2.220446049250313e-16,0.13408273458480835,4,0.0403703703703705,0.8659172654151917,The original content of this audio is:'and refused to apologize.',16,4.321782107001127
38,AND SO IN MY VIEW,5,4,1,VIEW,0.045986104756593704,0.045986104756593704,0.39875637311410317,1.1920928955078125e-07,-2.220446049250313e-16,1.1920928955078125e-07,1,0.3019017857142856,0.8873361945152283,The original content of this audio is:'and so in my view.',32,7.10312524559995
38,AND SO IN MY VIEW,5,1,2,SO,0.045856229960918427,0.045856229960918427,0.39763019809326744,0.01029139757156372,0.04257289224366201,0.059084534645080566,2,0.4017857142857144,0.8873361945152283,The original content of this audio is:'and so in my view.',32,7.10312524559995
38,AND SO IN MY VIEW,5,3,3,MY,0.014201772399246693,0.014201772399246693,0.12314692196023826,0.018350839614868164,0.04257289224366201,0.15147900581359863,3,0.22196428571428584,0.8873361945152283,The original content of this audio is:'and so in my view.',32,7.10312524559995
38,AND SO IN MY VIEW,5,0,4,AND,0.00794964749366045,0.00794964749366045,0.06893327058002528,0.017269372940063477,0.04257289224366201,0.18435728549957275,4,0.23312499999999997,0.8873361945152283,The original content of this audio is:'and so in my view.',32,7.10312524559995
