sample_id,transcript,n_segments,segment_idx,segment_rank_abs_sv,segment_token,segment_sv,segment_abs_sv,segment_abs_sv_share,deletion_drop_emb,deletion_drop_tfidf,cumulative_drop_emb,cumulative_n_deleted,segment_dur_sec,util_empty_emb,base_text,n_coalitions,runtime_sec
1,What is the MOO programming language?,6,4,1,programming,0.0780470222234726,0.0780470222234726,0.39045061509129697,0.08308255672454834,0.2949760120893674,0.08308255672454834,1,0.4993510906040268,0.800110399723053,The exact words spoken are: 'what is the m o o programming language.',64,13.12723778999983
1,What is the MOO programming language?,6,3,2,MOO,0.05222160741686821,0.05222160741686821,0.26125223174549456,0.12786740064620972,0.48550424457247343,0.17218858003616333,2,0.5234899328859061,0.800110399723053,The exact words spoken are: 'what is the m o o programming language.',64,13.12723778999983
1,What is the MOO programming language?,6,0,3,What,0.03721000999212265,0.03721000999212265,0.1861527944958303,0.09347063302993774,0.47058823529411764,0.20218849182128906,3,0.2209828020134228,0.800110399723053,The exact words spoken are: 'what is the m o o programming language.',64,13.12723778999983
1,What is the MOO programming language?,6,5,4,language?,0.02515333704650402,0.02515333704650402,0.1258361387995723,0.062384188175201416,0.19279264720442468,0.1710374355316162,4,0.6839962248322147,0.800110399723053,The exact words spoken are: 'what is the m o o programming language.',64,13.12723778999983
1,What is the MOO programming language?,6,2,5,the,0.004330030642449856,0.004330030642449856,0.021662109322605826,0.0,0.0,0.1710374355316162,5,0.06040268456375841,0.800110399723053,The exact words spoken are: 'what is the m o o programming language.',64,13.12723778999983
1,What is the MOO programming language?,6,1,6,is,0.002927604364231229,0.002927604364231229,0.014646105542438831,0.045765697956085205,0.2590414263650518,0.19988960027694702,6,0.12080536912751683,0.800110399723053,The exact words spoken are: 'what is the m o o programming language.',64,13.12723778999983
2,How many seasons did Everwood have?,6,2,1,seasons,0.07265780866146088,0.07265780866146088,0.4370400238979752,0.10051906108856201,0.2587506833388985,0.10051906108856201,1,0.46168750000000003,0.8441966772079468,The original content of this audio is: 'how many seasons did everwood have.',64,15.404552678499991
2,How many seasons did Everwood have?,6,4,2,Everwood,0.03880252316594124,0.03880252316594124,0.2333989417539327,0.0618327260017395,0.07692307692307632,0.0618327260017395,2,0.48176086956521713,0.8441966772079468,The original content of this audio is: 'how many seasons did everwood have.',64,15.404552678499991
2,How many seasons did Everwood have?,6,0,3,How,0.02481439709663391,0.02481439709663391,0.14925972720505495,0.0548747181892395,0.11050082000667827,0.0972902774810791,3,0.19044701086956506,0.8441966772079468,The original content of this audio is: 'how many seasons did everwood have.',64,15.404552678499991
2,How many seasons did Everwood have?,6,3,4,did,0.019863072782754898,0.019863072782754898,0.11947728624888973,0.058238983154296875,0.1538461538461533,0.14107859134674072,4,0.1806603260869566,0.8441966772079468,The original content of this audio is: 'how many seasons did everwood have.',64,15.404552678499991
2,How many seasons did Everwood have?,6,5,5,have?,-0.00522325374186039,0.00522325374186039,0.031418108834029276,0.003100156784057617,-6.661338147750939e-16,0.12918472290039062,5,0.3613206521739132,0.8441966772079468,The original content of this audio is: 'how many seasons did everwood have.',64,15.404552678499991
2,How many seasons did Everwood have?,6,1,6,many,0.004888725467026234,0.004888725467026234,0.02940590604507266,5.960464477539063e-08,-6.661338147750939e-16,0.15580332279205322,6,0.2509171195652171,0.8441966772079468,The original content of this audio is: 'how many seasons did everwood have.',64,15.404552678499991
3,How smart is marmot?,4,3,1,marmot?,0.051197975873947144,0.051197975873947144,0.349158186667579,0.18349754810333252,0.6436516774501009,0.18349754810333252,1,0.4671511075949364,0.889330267906189,"The original content of this audio is: 'How's work, is it忙?'",16,5.022876869250467
3,How smart is marmot?,4,1,2,smart,0.03976019099354744,0.03976019099354744,0.271155176584393,0.13312506675720215,0.1846257516727886,0.15378022193908691,2,0.46252373417721526,0.889330267906189,"The original content of this audio is: 'How's work, is it忙?'",16,5.022876869250467
